row_number,review_file,id,source_file,source_line,report_surface,report_section,subject_if_known,topic_if_known,scenario_if_known,engine_meaning_plain_he,before_in_report_context,after_in_report_context,context_confidence,notes
49,parent-report-hebrew-owner-review-01-rows-001-050.xlsx,PR-HE-00562,utils/contracts/narrative-contract-v1.js,204,report_builder,general,,,strong_topic_math_q20,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «הדוח מצביע על ביצוע יציב יחסית בתקופה הזו, ונמשיך לבדוק מדי פעם שזה לא נשבר תחת עייפות או לחץ.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «הדוח מצביע על ביצוע יציב יחסית בתקופה הזו, ונמשיך לבדוק מדי פעם שזה לא נשבר תחת עייפות או לחץ.».",high,Source may feed parent report — confirm render path
50,parent-report-hebrew-owner-review-01-rows-001-050.xlsx,PR-HE-00563,utils/contracts/narrative-contract-v1.js,205,report_builder,general,,,strong_topic_hebrew_q20,"המנוע משווה את התוצאות לאורך זמן, ולא מסתמך רק על תרגול אחד.","בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «ניכר כאן כיוון חזק יחסית; נמשיך באותו קצב ונוודא שההצלחה חוזרת לאורך זמן.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «ניכר כאן כיוון חזק יחסית; נמשיך באותו קצב ונוודא שההצלחה חוזרת לאורך זמן.».",high,
51,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00564,utils/contracts/narrative-contract-v1.js,213,report_builder,general,,,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «כדאי תרגול קצר וממוקד באותה רמה, ואז לבדוק אם באמת כדאי לשנות משהו.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «כדאי תרגול קצר וממוקד באותה רמה, ואז לבדוק אם באמת כדאי לשנות משהו.».",high,Source may feed parent report — confirm render path
52,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00565,utils/contracts/narrative-contract-v1.js,214,report_builder,general,,,weak_topic_math_q20,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «נעשה עוד חזרה קצרה וברורה ברמה הנוכחית, לפני שמנסים קפיצה קטנה קדימה.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «נעשה עוד חזרה קצרה וברורה ברמה הנוכחית, לפני שמנסים קפיצה קטנה קדימה.».",high,Source may feed parent report — confirm render path
53,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00566,utils/contracts/narrative-contract-v1.js,215,report_builder,general,,,weak_topic_geometry_q20,"המנוע מנסה לבדוק אם יש מספיק סימנים כדי להתקדם, אבל בלי למהר לפני שההצלחה יציבה.","בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «כדאי להמשיך לתרגל באותה רמת קושי, ואז לבדוק שוב אם מתאים להתקדם.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «כדאי להמשיך לתרגל באותה רמת קושי, ואז לבדוק שוב אם מתאים להתקדם.».",high,Source may feed parent report — confirm render path
54,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00567,utils/contracts/narrative-contract-v1.js,220,report_builder,general,,,normal_data_math_q20,המנוע מנסה להסביר איפה הופיע קושי בתרגול ומה כדאי לבדוק שוב.,"בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «כדאי חיזוק ממוקד, ואז ניסיון קצר בלי הכוונה באמצע, לפני שמעלים רמת קושי.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «כדאי חיזוק ממוקד, ואז ניסיון קצר בלי הכוונה באמצע, לפני שמעלים רמת קושי.».",high,Source may feed parent report — confirm render path
55,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00568,utils/contracts/narrative-contract-v1.js,221,report_builder,general,,,strong_topic_hebrew_q20,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «בואו נתרגל ממוקד ואז נבדוק כמה שאלות קצרות בעצמאות, לפני שמקדמים.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «בואו נתרגל ממוקד ואז נבדוק כמה שאלות קצרות בעצמאות, לפני שמקדמים.».",high,Source may feed parent report — confirm render path
56,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00569,utils/contracts/narrative-contract-v1.js,222,report_builder,general,,,strong_topic_geometry_q20,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «מוסיפים חיזוק קצר, ובודקים עצמאות קצרה, ורק אז בודקים התקדמות.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «מוסיפים חיזוק קצר, ובודקים עצמאות קצרה, ורק אז בודקים התקדמות.».",high,Source may feed parent report — confirm render path
57,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00570,utils/contracts/narrative-contract-v1.js,226,report_builder,topic_card,,שברים,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: ברשימת נקודות בדוח: «אפשר לשקול צעד התקדמות מדוד בנושא זה בלבד.».","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «אפשר לשקול צעד התקדמות מדוד בנושא זה בלבד.».",medium,Source may feed parent report — confirm render path
58,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00571,utils/contracts/narrative-contract-v1.js,227,report_builder,topic_card,,שברים,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: ברשימת נקודות בדוח: «ניתן לשקול התקדמות קטנה ומבוקרת בנושא הזה בלבד.».","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «ניתן לשקול התקדמות קטנה ומבוקרת בנושא הזה בלבד.».",medium,Source may feed parent report — confirm render path
59,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00572,utils/contracts/narrative-contract-v1.js,228,report_builder,topic_card,,שברים,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: ברשימת נקודות בדוח: «אפשר לעשות צעד התקדמות זהיר ומוגבל רק לנושא הזה.».","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «אפשר לעשות צעד התקדמות זהיר ומוגבל רק לנושא הזה.».",medium,Source may feed parent report — confirm render path
60,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00573,utils/contracts/narrative-contract-v1.js,235,report_builder,general,,,zero_data_math_q0,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «עדיין מוקדם לקבוע כאן דבר סופי; ממשיכים עם תרגול קצר ורגיל ובודקים שוב בהמשך.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «עדיין מוקדם לקבוע כאן דבר סופי; ממשיכים עם תרגול קצר ורגיל ובודקים שוב בהמשך.».",high,Source may feed parent report — confirm render path
61,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00574,utils/contracts/narrative-contract-v1.js,236,report_builder,general,,,zero_data_math_q0,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «עדיין מוקדם לקבוע כיוון — כדאי לאסוף עוד נתוני תרגול ואז לבדוק שוב.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «עדיין מוקדם לקבוע כיוון — כדאי לאסוף עוד נתוני תרגול ואז לבדוק שוב.».",high,
62,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00575,utils/contracts/narrative-contract-v1.js,237,report_builder,general,,,zero_data_math_q0,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «בשלב הזה עדיין מוקדם לקבוע כיוון סופי; נמשיך לאסוף עוד נתוני תרגול לפני שמחליטים.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «בשלב הזה עדיין מוקדם לקבוע כיוון סופי; נמשיך לאסוף עוד נתוני תרגול לפני שמחליטים.».",high,
63,parent-report-hebrew-owner-review-02-rows-051-100.xlsx,PR-HE-00576,utils/contracts/narrative-contract-v1.js,242,report_builder,general,,,normal_data_hebrew_q20,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — כללי
לפני החלפה: ברשימת נקודות בדוח: «נכון לעכשיו כדאי להמשיך לתרגל ולשים לב, ולבדוק שוב אחרי עוד קצת.».","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ברשימת נקודות בדוח: «נכון לעכשיו כדאי להמשיך לתרגל ולשים לב, ולבדוק שוב אחרי עוד קצת.».",high,Source may feed parent report — confirm render path
