row_number,id,audience,source_file,source_line,surface,section,copy_type,meaning_plain_he,before_in_context,context_confidence,notes
333,SG-HE-04377,mixed_or_unclear,utils/geometry-question-generator.js,1603,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי: … מתאים לסוג מרובע — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
334,SG-HE-09537,mixed_or_unclear,utils/math-animations.js,957,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: … את המונים: … … … = …",medium,placeholders substituted
335,SG-HE-09899,mixed_or_unclear,utils/math-animations.js,2941,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: לליאו יש … מטבעות של שקל ו-… מטבעות של 2 שקלים. כמה כסף יש לו בסך הכל?",medium,placeholders substituted
336,SG-HE-10025,mixed_or_unclear,utils/math-animations.js,3491,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: ספרת היחידות היא … ⇒ ….",medium,placeholders substituted
337,SG-HE-10691,mixed_or_unclear,utils/math-question-generator.js,2964,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: לליאו יש … מטבעות של שקל ו-… מטבעות של 2 שקלים. כמה כסף יש לו בסך הכל?",medium,placeholders substituted
338,SG-HE-00749,mixed_or_unclear,data/legal/sitePolicies.he.js,385,policy,general,heading,טקסט מדיניות/הסכמה משפטי.,"במדיניות/הסכמה
אזור: general
סוג: heading
כפי שמופיע: במדיניות/הסכמה: מסמך זה מסביר איך ניתן למחוק נתונים, מה קורה לאחר מחיקה, ומה לא גורם למחיקה אוטומטית.",high,
339,SG-HE-04126,mixed_or_unclear,utils/geometry-question-generator.js,968,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: פירמידה: בסיס מלבני …×…, גובה …. חשבו נפח (⅓×בסיס×גובה).",medium,placeholders substituted
340,SG-HE-04131,mixed_or_unclear,utils/geometry-question-generator.js,1006,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: מה הנפח של מנסרה עם בסיס מלבני (… × …) וגובה המנסרה …?",medium,placeholders substituted
341,SG-HE-04163,mixed_or_unclear,utils/geometry-question-generator.js,1181,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: שאלת זיהוי קצרה — ריבוע: כל הצלעות באורך …. מה סוג הצורה? (1 = ריבוע, 2 = מלבן)",medium,placeholders substituted
342,SG-HE-04183,mixed_or_unclear,utils/geometry-question-generator.js,1249,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי: ארבע צלעות שוות (…), ארבע זוויות ישרות. ריבוע או מלבן? (1=ריבוע, 2=מלבן)",medium,placeholders substituted
343,SG-HE-04378,mixed_or_unclear,utils/geometry-question-generator.js,1604,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: מהו הסוג: … = מרובע מספר — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
344,SG-HE-10029,mixed_or_unclear,utils/math-animations.js,3499,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: סכום הספרות הוא … ⇒ ….",medium,placeholders substituted
345,SG-HE-10078,mixed_or_unclear,utils/math-animations.js,3728,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: היחס הוא …:…. המספר השני הוא …. מה המספר הראשון?",medium,placeholders substituted
346,SG-HE-10378,mixed_or_unclear,utils/math-explanations.js,800,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: 💡 נסה לחשוב על התרגיל בצורה שיטתית. התשובה הנכונה היא ….",medium,placeholders substituted
347,SG-HE-10381,mixed_or_unclear,utils/math-explanations.js,807,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: 💡 נסה לחשוב על התרגיל בצורה שיטתית. התשובה הנכונה היא ….",medium,placeholders substituted
348,SG-HE-10382,mixed_or_unclear,utils/math-explanations.js,809,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: 💡 נסה לחשוב על התרגיל בצורה שיטתית. התשובה הנכונה היא ….",medium,placeholders substituted
349,SG-HE-10733,mixed_or_unclear,utils/math-question-generator.js,3491,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: במפה בקנה מידה 1:…, אורך של … ס""מ במציאות שווה ל-… ס""מ במפה",medium,placeholders substituted
350,SG-HE-03670,mixed_or_unclear,utils/geometry-explanations.js,547,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: 3. מספר הצלעות השוות הוא … — בוחרים את ערך התשובה הזה מבין האפשרויות.",medium,placeholders substituted
