severity,category,book,page,path,issue,evidence,recommendation
High,English naturalness,english-g5,page-110.txt,audio-text/books/english-g5/pages/page-110.txt,אותו ניסוח לא טבעי מופיע גם בשאלת התרגול.,בקבוק | מים | מלא. | There | was | much | water | in | the | bottle. | נסו | לפתור | בעצמכם. | בעמוד | הבא | נבדוק | יחד | את | הדרך | ואת | התשובה.,להחליף באותה בחירה כמו בעמוד 111 כדי לשמור עקביות.
High,English naturalness,english-g5,page-111.txt,audio-text/books/english-g5/pages/page-111.txt,"המשפט באנגלית ""There was much water in the bottle"" דקדוקי בעיקר בהקשרים מסוימים, אבל נשמע לא טבעי לילדים.","תרגיל: | ""היה | הרבה | מים | בבקבוק. | "" | water | — | שם | עצם | לא | ספיר | (לא | ניתן | לספור) | → | משתמשים | ב | much. | was | (עבר, | יחיד | לא | ספיר). | היה | הרבה | מים | בבקבוק. | There | was | much | water | i","להחליף ל: ""There was a lot of water in the bottle."" אם רוצים ללמד much, להשתמש בשאלה/שלילה: ""There was not much water..."""
High,Duplicate text,english-g5,page-116.txt,audio-text/books/english-g5/pages/page-116.txt,"שורה זהה מופיעה פעמיים ברצף: ""Then we arrived at the station""","איך | אומרים | ""אז | הגענו | לתחנה""? | Then | we | arrived | at | the | station | Then | we | arrived | at | the | station",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g5,page-123.txt,audio-text/books/english-g5/pages/page-123.txt,"שורה זהה מופיעה פעמיים ברצף: ""Last week we learned about the environment""","איך | אומרים | ""בשבוע | שעבר | למדנו | על | הסביבה""? | Last | week | we | learned | about | the | environment | Last | week | we | learned | about | the | environment",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g5,page-130.txt,audio-text/books/english-g5/pages/page-130.txt,"שורה זהה מופיעה פעמיים ברצף: ""The hospital is next to the park""","איך | אומרים | ""בית | החולים | ליד | הפארק""? | The | hospital | is | next | to | the | park | The | hospital | is | next | to | the | park",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g5,page-137.txt,audio-text/books/english-g5/pages/page-137.txt,"שורה זהה מופיעה פעמיים ברצף: ""I will send an email tomorrow""","איך | אומרים | ""אשלח | דוא""ל | מחר""? | I | will | send | an | email | tomorrow | I | will | send | an | email | tomorrow",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g5,page-144.txt,audio-text/books/english-g5/pages/page-144.txt,"שורה זהה מופיעה פעמיים ברצף: ""People around the world speak many languages""","איך | אומרים | ""אנשים | ברחבי | העולם | מדברים | הרבה | שפות""? | People | around | the | world | speak | many | languages | People | around | the | world | speak | many | languages",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-004.txt,audio-text/books/english-g6/pages/page-004.txt,"שורה זהה מופיעה פעמיים ברצף: ""The whales were swimming when we saw them""","איך | אומרים | ""הלווייתנים | שחו | כשראינו | אותם""? | The | whales | were | swimming | when | we | saw | them | The | whales | were | swimming | when | we | saw | them",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-011.txt,audio-text/books/english-g6/pages/page-011.txt,"שורה זהה מופיעה פעמיים ברצף: ""Our community celebrated the festival last month""","איך | אומרים | ""הקהילה | שלנו | חגגה | את | הפסטיבל | בחודש | שעבר""? | Our | community | celebrated | the | festival | last | month | Our | community | celebrated | the | festival | last | month",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-018.txt,audio-text/books/english-g6/pages/page-018.txt,"שורה זהה מופיעה פעמיים ברצף: ""He might feel nervous before the presentation""","איך | אומרים | ""אולי | הוא | ירגיש | לחוץ | לפני | ההצגה""? | He | might | feel | nervous | before | the | presentation | He | might | feel | nervous | before | the | presentation",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-025.txt,audio-text/books/english-g6/pages/page-025.txt,"שורה זהה מופיעה פעמיים ברצף: ""Climate change affects people around the world""","איך | אומרים | ""שינוי | האקלים | משפיע | על | אנשים | ברחבי | העולם""? | Climate | change | affects | people | around | the | world | Climate | change | affects | people | around | the | world",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-032.txt,audio-text/books/english-g6/pages/page-032.txt,"שורה זהה מופיעה פעמיים ברצף: ""You should drink water and rest when you are tired""","איך | אומרים | ""כדאי | לשתות | מים | ולנוח | כשאתם | עייפים""? | You | should | drink | water | and | rest | when | you | are | tired | You | should | drink | water | and | rest | when | you | are | tired",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-039.txt,audio-text/books/english-g6/pages/page-039.txt,"שורה זהה מופיעה פעמיים ברצף: ""If the internet stops, we could use books instead""","איך | אומרים | ""אם | האינטרנט | נפסק, | נוכל | להשתמש | בספרים""? | If | the | internet | stops, | we | could | use | books | instead | If | the | internet | stops, | we | could | use | books | instead",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-046.txt,audio-text/books/english-g6/pages/page-046.txt,"שורה זהה מופיעה פעמיים ברצף: ""We have visited three countries so far""","איך | אומרים | ""ביקרנו | בשלוש | מדינות | עד | כה""? | We | have | visited | three | countries | so | far | We | have | visited | three | countries | so | far",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-053.txt,audio-text/books/english-g6/pages/page-053.txt,"שורה זהה מופיעה פעמיים ברצף: ""Music is an important part of our culture""","איך | אומרים | ""מוזיקה | היא | חלק | חשוב | מהתרבות | שלנו""? | Music | is | an | important | part | of | our | culture | Music | is | an | important | part | of | our | culture",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-060.txt,audio-text/books/english-g6/pages/page-060.txt,"שורה זהה מופיעה פעמיים ברצף: ""Many countries work together on global issues""","איך | אומרים | ""מדינות | רבות | עובדות | יחד | על | סוגיות | גלובליות""? | Many | countries | work | together | on | global | issues | Many | countries | work | together | on | global | issues",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-067.txt,audio-text/books/english-g6/pages/page-067.txt,"שורה זהה מופיעה פעמיים ברצף: ""We learned about ancient history in class""","איך | אומרים | ""למדנו | על | היסטוריה | עתיקה | בכיתה""? | We | learned | about | ancient | history | in | class | We | learned | about | ancient | history | in | class",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-074.txt,audio-text/books/english-g6/pages/page-074.txt,"שורה זהה מופיעה פעמיים ברצף: ""I was reading when my friend called""","איך | אומרים | ""קראתי | כשחבר | התקשר""? | I | was | reading | when | my | friend | called | I | was | reading | when | my | friend | called",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-081.txt,audio-text/books/english-g6/pages/page-081.txt,"שורה זהה מופיעה פעמיים ברצף: ""If it rains, we will stay at home""","איך | אומרים | ""אם | ירד | גשם, | נישאר | בבית""? | If | it | rains, | we | will | stay | at | home | If | it | rains, | we | will | stay | at | home",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-088.txt,audio-text/books/english-g6/pages/page-088.txt,"שורה זהה מופיעה פעמיים ברצף: ""You should ask the teacher for help""","איך | אומרים | ""כדאי | לשאול | את | המורה | לעזרה""? | You | should | ask | the | teacher | for | help | You | should | ask | the | teacher | for | help",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-095.txt,audio-text/books/english-g6/pages/page-095.txt,"שורה זהה מופיעה פעמיים ברצף: ""This is the most interesting book I have read""","איך | אומרים | ""זה | הספר | המעניין | ביותר | שקראתי""? | This | is | the | most | interesting | book | I | have | read | This | is | the | most | interesting | book | I | have | read",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-102.txt,audio-text/books/english-g6/pages/page-102.txt,"שורה זהה מופיעה פעמיים ברצף: ""While I was studying, my sister was listening to music""","איך | אומרים | ""בזמן | שלמדתי, | אחותי | האזינה | למוזיקה""? | While | I | was | studying, | my | sister | was | listening | to | music | While | I | was | studying, | my | sister | was | listening | to | music",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-109.txt,audio-text/books/english-g6/pages/page-109.txt,"שורה זהה מופיעה פעמיים ברצף: ""Scientists might discover new ways to save energy""","איך | אומרים | ""מדענים | אולי | יגלו | דרכים | חדשות | לחסוך | אנרגיה""? | Scientists | might | discover | new | ways | to | save | energy | Scientists | might | discover | new | ways | to | save | energy",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,english-g6,page-116.txt,audio-text/books/english-g6/pages/page-116.txt,"שורה זהה מופיעה פעמיים ברצף: ""If we protect the oceans, future generations will benefit""","איך | אומרים | ""אם | נגן | על | האוקיינוסים, | דורות | עתידיים | ירוויחו""? | If | we | protect | the | oceans, | future | generations | will | benefit | If | we | protect | the | oceans, | future | generations | will | b",להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
High,Duplicate text,hebrew-g1,page-151.txt,audio-text/books/hebrew-g1/pages/page-151.txt,"שורה זהה מופיעה פעמיים ברצף: ""סוגרים את הדלת.""",מה | עושים | לפי | ההוראה | סְגוֹר | אֶת | הַדֶּלֶת? | הפועל | — | סְגוֹר. | סוגרים | את | הדלת. | סוגרים | את | הדלת.,להסיר את השורה הכפולה. לשמע זה יישמע כמו תקלה/גמגום.
